"ID_AE","ID_RD","Population","Tree_type","Vegetation_type","Country","Division","District","Upazila","Union","location_notes","Latitude","Longitude","BFI_zone","FAO_biome","WWF_Eco_zone","X","Unit_X","Z","Unit_Z","W","Unit_W","U","Unit_U","V","Unit_V","Mean_X","Min_X","Max_X","Mean_Z","Min_Z","Max_Z","Mean_W","Min_W","Max_W","Output","Output_TR","Unit_Y","Min_age","Max_age","Av_age","B","Bd","Bg","Bt","L","Rb","Rf","Rm","S","T","F","Family","Genus","Species","Subspecies","Species_local_name_latin","Species_local_name_iso","Equation","Sample_size","Top_dob","Top_girth_over_bark","Stump_height","Reference","Label","R2","R2_Adjusted","Corrected_for_bias","MSE","RMSE","SEY","SEE","AIC","FI","Bias_correction","Ratio_equation","Segmented_equation","Contributor","Operator","Remark","Contact","Verified"
44,"NA","Individual","Tree","Plantation","Bangladesh",20,,,,"Chittagong, Noakhali","0","0",1,11,2,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","31","88","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",103,46,140,"NA","Baen","NA","Y = -0.0088 + 0.0000325 * X^(2)",308,"7","NA","NA",103,3,0.76,"NA","NA","0.00038","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
45,"NA","Individual","Tree","Plantation","Bangladesh",20,,,,"Chittagong, Noakhali","0","0",1,11,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","10","28","NA","6","14","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",103,46,140,"NA","Baen","NA","Y = 0.0089 + 0.0000264 * X^(2) * Z",308,"NA","NA","NA",103,3,0.859,"NA","NA","0.00026","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
46,"NA","Individual","Tree","Plantation","Bangladesh",20,,,,"Chittagong, Noakhali","0","0",1,11,2,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","31","88","NA","6","14","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",103,46,140,"NA","Baen","NA","Y = 0.0089 + 0.00000267 * X^(2) * Z",308,"NA","NA","NA",103,3,0.859,"NA","NA","0.00026","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
47,"NA","Individual","Tree","Plantation","Bangladesh",20,,,,"Chittagong, Noakhali","0","0",1,11,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","10","28","NA","6","14","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",103,46,140,"NA","Baen","NA","Y = -0.0012 + 0.0000257958 * X^(2) * Z",308,"7","NA","NA",103,3,0.835,"NA","NA","0.00026","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
48,"NA","Individual","Tree","Plantation","Bangladesh",20,,,,"Chittagong, Noakhali","0","0",1,11,2,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","31","88","NA","6","14","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",103,46,140,"NA","Baen","NA","Y = -0.0012 + 0.00000261 * X^(2) * Z",308,"7","NA","NA",103,3,0.835,"NA","NA","0.00026","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
49,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">130","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",57,17,53,"NA","Koroi","NA","Y = -12.0901 + 2.502194 * Log (X)",221,"NA","NA","NA",104,4,0.983,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
50,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","20",">131","NA","5","27","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",57,17,53,"NA","Koroi","NA","Y = -11.6632 + 1.941989 * Log (X) + 0.754839 * Log (Z)",221,"NA","NA","NA",104,4,0.991,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
51,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">132","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",57,17,53,"NA","Koroi","NA","Y = X/(8.232881 + 0.931363 * X + 0.000409 * X^(2))",221,"NA","NA","NA",104,4,0.997,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","conversion factor from volume overbark to underbark volume","mahmoodhossain@hotmail.com",""
52,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">133","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",57,17,53,"NA","Koroi","NA","Y = 0.449483 + 0.007209 * X - 0.000029 * X^(2)",221,"NA","16","NA",104,4,0.781,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Coversion factor for volume over bark to under bark up to 16 cm top girth","mahmoodhossain@hotmail.com",""
53,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">134","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",57,17,53,"NA","Koroi","NA","Y = -0.17785 + 0.018051 * X - 0.000073 * X^(2)",221,"NA","31","NA",104,4,0.781,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Coversion factor for volume over bark to under bark up to 31 cm top girth","mahmoodhossain@hotmail.com",""
54,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">135","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",57,17,53,"NA","Koroi","NA","Y = -0.6801 + 0.023664 * X - 0.000088 * X^(2)",221,"NA","47","NA",104,4,0.826,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Coversion factor for volume over bark to under bark up to 47 cm top girth","mahmoodhossain@hotmail.com",""
55,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">136","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",57,17,53,"NA","Koroi","NA","Y = -1.34964 + 0.030888 * X - 0.00011 * X^(2)",221,"NA","63","NA",104,4,0.874,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Coversion factor for volume over bark to under bark up to 63 cm top girth","mahmoodhossain@hotmail.com",""
56,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">120","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1348,"NA","Arjun","NA","Y = -11.1885 + 2.222144 * Log (X)",177,"NA","NA","NA",104,4,0.986,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
57,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","20",">121","NA","4","18","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1348,"NA","Arjun","NA","Y = -11.3794 + 1.896423 * Log (X) +  0.653558 * Log (Z)",177,"NA","NA","NA",104,4,0.997,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
58,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">122","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",26,406,1348,"NA","Arjun","NA","Y = X/(10.26619 + 0.84089 * X + 0.001049 * X^(2))",177,"NA","NA","NA",104,4,0.998,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","conversion factor from volume overbark to underbark volume","mahmoodhossain@hotmail.com",""
59,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">123","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1348,"NA","Arjun","NA","Y = 0.392728 + 0.010266 * X - 0.000052 * X^(2)",177,"NA","16","NA",104,4,0.809,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Coversion factor for volume over bark to under bark up to 16 cm top girth","mahmoodhossain@hotmail.com",""
60,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">124","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1348,"NA","Arjun","NA","Y = 1.158105 - (28.8941/X)",177,"NA","31","NA",104,4,0.929,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Coversion factor for volume over bark to under bark up to 31 cm top girth","mahmoodhossain@hotmail.com",""
61,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">125","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1348,"NA","Arjun","NA","Y = -0.66863 + 0.024224 * X - 0.000097 * X^(2)",177,"NA","47","NA",104,4,0.929,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Coversion factor for volume over bark to under bark up to 47 cm top girth","mahmoodhossain@hotmail.com",""
62,"NA","Individual","Tree","Plantation","Bangladesh",30,3093,,,"","24.24783","89.92112",6,8,1,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","20",">126","NA","NA","NA","NA","NA","NA","Conversion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",26,406,1348,"NA","Arjun","NA","Y = -0.38981 + 0.011404 * X - 0.000017 * X^(2)",177,"NA","63","NA",104,4,0.881,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Coversion factor for volume over bark to under bark up to 63 cm top girth","mahmoodhossain@hotmail.com",""
63,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"Sylhet, Tangail, Mymensingh","0","0",6,99,3,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","60","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,379,1231,"NA","Sal","NA","Y = -9.1727759 + 2.5178944 * X",499,"NA","NA","NA",105,5,0.9666,"NA","NA","0.03856","NA","NA","NA","NA","0.0575","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
64,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"Sylhet, Tangail, Mymensingh","0","0",6,99,3,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","31","189","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,379,1231,"NA","Sal","NA","Y = -12.0554 + 2.5178944 * Log (X)",499,"NA","NA","NA",105,5,0.9666,"NA","NA","0.03856","NA","NA","NA","NA","0.0575","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
65,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"Sylhet, Tangail, Mymensingh","0","0",6,99,3,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","60","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,379,1231,"NA","Sal","NA","Y = -0.1011481 + 0.0006209 * X^(2)",499,"9","NA","NA",105,5,0.9853,"NA","NA","0.01696","NA","NA","NA","NA","0.0381","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
66,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"Sylhet, Tangail, Mymensingh","0","0",6,99,3,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","31","189","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,379,1231,"NA","Sal","NA","Y = -0.1011481 + 0.0000629 * X^(2)",499,"9","NA","NA",105,5,0.9853,"NA","NA","0.01696","NA","NA","NA","NA","0.0381","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
67,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"Sylhet, Tangail, Mymensingh","0","0",6,99,3,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","10","60","NA","5","29","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,379,1231,"NA","Sal","NA","Y = -9.615639 + 2.033071 * Log (X) + 0.7361229 * Log (Z)",499,"NA","NA","NA",105,5,0.9551,"NA","NA","0.00776","NA","NA","NA","NA","0.0881","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
68,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"Sylhet, Tangail, Mymensingh","0","0",6,99,3,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","31","189","NA","5","29","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,379,1231,"NA","Sal","NA","Y = -11.938881 + 2.033071 * Log (X) + 0.7361229 * Log (Z)",499,"NA","NA","NA",105,5,0.9551,"NA","NA","0.00776","NA","NA","NA","NA","0.0881","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
69,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"Sylhet, Tangail, Mymensingh","0","0",6,99,3,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","10","60","NA","5","29","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,379,1231,"NA","Sal","NA","Y = 0.0032556 + 0.0000269 * X^(2) * Z",499,"9","NA","NA",105,5,0.9622,"NA","NA","0.00652","NA","NA","NA","NA","0.0808","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
70,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"Sylhet, Tangail, Mymensingh","0","0",6,99,3,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","31","189","NA","5","29","NA","NA","NA","Volume","NA","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",35,379,1231,"NA","Sal","NA","Y = 0.003255 + 0.0000027255 * X^(2) * Z",499,"9","NA","NA",105,5,0.9622,"NA","NA","0.00652","NA","NA","NA","NA","0.0808","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
71,"NA","Individual","Tree","Plantation","Bangladesh",10,1078,,,"","22.355","90.33491",1,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","16","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,384,1244,"NA","Keora","NA","Y = 0.0052 - 0.0022 * X + 0.0005 * X^(2)",461,"2","NA","NA",106,6,0.86,"NA","NA","8e-05","NA","NA","NA","NA","0.009","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
72,"NA","Individual","Tree","Plantation","Bangladesh",10,1078,,,"","22.355","90.33491",1,13,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","2","16","NA","5","17","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,384,1244,"NA","Keora","NA","Y = -9.1937 + 1.7683 * Log (X) + 0.7358 * Log (Z)",461,"2","NA","NA",106,6,0.95,"NA","NA","0.0547","NA","NA","NA","NA","0.003","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
73,"NA","Individual","Tree","Plantation","Bangladesh",10,1009,,,"","22.36278","90.83179",2,23,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","18","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,384,1244,"NA","Keora","NA","Y = 0.0042 - 0.0017 * X + 0.0005 * Z^(2)",464,"2","NA","NA",106,6,0.85,"NA","NA","0.0001","NA","NA","NA","NA","0.0109","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
74,"NA","Individual","Tree","Plantation","Bangladesh",10,1009,,,"","22.36278","90.83179",2,23,1,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","2","18","NA","5","16","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",51,384,1244,"NA","Keora","NA","Y = -9.2587 + 1.6463 * Log (X) + 0.9138 * Log (Z)",464,"2","NA","NA",106,6,0.94,"NA","NA","0.0744","NA","NA","NA","NA","0.0051","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
75,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"","0","0",6,99,3,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","25","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",40,2,7,"NA","Mangium","NA","Y = -8.209 + 2.2178 * Log (X)",132,"NA","NA","0.1",107,7,0.98,"NA","NA","0.0152","NA","NA","NA","NA","0.0062","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
76,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"","0","0",6,99,3,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","16","79","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",40,2,7,"NA","Mangium","NA","Y = -10.7488 + 2.2178 * Log (X)",132,"NA","NA","0.1",107,7,0.98,"NA","NA","0.0152","NA","NA","NA","NA","0.0062","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
77,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"","0","0",6,99,3,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","5","25","NA","5","19","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",40,2,7,"NA","Mangium","NA","Y = -9.1426 + 1.7612 * Log (X) + 0.83335 * Log (Z)",132,"NA","NA","0.1",107,7,0.989,"NA","NA","0.0091","NA","NA","NA","NA","0.0048","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
78,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"","0","0",6,99,3,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","16","79","NA","5","19","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",40,2,7,"NA","Mangium","NA","Y = -11.1587 + 1.7612 * Log (X) + 0.83335 * Log (Z)",132,"NA","NA","0.1",107,7,0.989,"NA","NA","0.0091","NA","NA","NA","NA","0.0048","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
79,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"","0","0",6,99,3,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","25","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",40,2,7,"NA","Mangium","NA","Y = -9.00226 + 2.3246 * Log (X)",132,"3","NA","0.1",107,7,0.969,"NA","NA","0.0299","NA","NA","NA","NA","0.0056","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
80,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"","0","0",6,99,3,"C","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","16","79","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",40,2,7,"NA","Mangium","NA","Y = -11.6633 + 2.3246 * Log (X)",132,"3","NA","0.1",107,7,0.969,"NA","NA","0.0299","NA","NA","NA","NA","0.0056","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
81,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"","0","0",6,99,3,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","5","25","NA","5","19","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",40,2,7,"NA","Mangium","NA","Y = -10.2221 + 1.74054 * Log (X) + 1.07596 * Log (Z)",132,"3","NA","0.1",107,7,0.977,"NA","NA","0.0219","NA","NA","NA","NA","0.0048","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
82,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"","0","0",6,99,3,"C","cm","H","m","NA","NA","NA","NA","NA","NA","NA","16","79","NA","5","19","NA","NA","NA","Volume","Log","m3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",40,2,7,"NA","Mangium","NA","Y = -21.2145 + 1.74054 * Log (X) + 1.07596 * Log (Z)",132,"3","NA","0.1",107,7,0.977,"NA","NA","0.0219","NA","NA","NA","NA","0.0048","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
83,"NA","Individual","Tree","Plantation","Bangladesh",,,,,"Charkai and Charaljani. Dinajpur, Tangail","0","0",6,12,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","19","NA","NA","NA","NA","NA","NA","Green Biomass","Log","kg","NA","NA","5","1","NA","1","1","1","NA","NA","NA","NA",1,"NA",9999,9999,9999,"NA","NA","NA","Y = -1.3933 + 2.39602 * Log (X)",294,"NA","NA","0.1",108,8,0.948,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Conversion factor green biomass to oven dry biomass","mahmoodhossain@hotmail.com","verified"
